,player_ids,player_names,player_birthdays,player_birthcities,player_birthcountries,player_nationalities,player_heights,player_weights,player_handedness,player_positions
355,8447634,George Massecar,1904-07-10,Waterford,CAN,CAN,"5' 9""",165,L,Left Wing
353,8449858,Abbie Cox,1904-07-19,London,CAN,CAN,"5' 6""",140,L,Goalie
339,8449218,Bob Taylor,1904-08-12,Newton,USA,USA,"6' 1""",190,R,Right Wing
160,8446703,Hago Harrington,1904-08-13,Melrose,USA,USA,"5' 8""",163,L,Left Wing
371,8447607,Bud Maracle,1904-09-08,Ayr,CAN,CAN,"5' 11""",195,L,Left Wing
237,8446572,Art Gauthier,1904-10-10,Espanola,CAN,CAN,"5' 8""",158,L,Center
137,8447999,Mike Neville,1904-10-11,Toronto,CAN,CAN,"5' 9""",168,R,Center
321,8444863,Stew Adams,1904-10-16,Calgary,CAN,CAN,"5' 10""",165,L,Left Wing
307,8445526,Bob Connors,1904-10-19,Glasgow,GBR,GBR,"5' 9""",165,L,Left Wing
478,8445518,Red Conn,1904-10-25,Hartney,CAN,CAN,"5' 11""",180,L,Left Wing
305,8449381,Cooney Weiland,1904-11-05,Seaforth,CAN,CAN,"5' 7""",150,L,Center
272,8445525,Harry Connor,1904-12-03,Ottawa,CAN,CAN,"6' 0""",195,L,Left Wing
304,8448138,Eric Pettinger,1904-12-14,North Bierley,GBR,GBR,"6' 0""",175,L,Left Wing
260,8449966,Charlie Gardiner,1904-12-31,Edinburgh,GBR,GBR,"6' 0""",176,R,Goalie
408,8445157,Doug Brennan,1905-01-10,Peterborough,CAN,CAN,"5' 11""",180,L,Defenseman
284,8446152,Hap Emms,1905-01-12,Barrie,CAN,CAN,"6' 0""",190,L,Left Wing
259,8449383,Cy Wentworth,1905-01-24,Grimsby,CAN,CAN,"5' 10""",170,R,Defenseman
269,8445262,Marty Burke,1905-01-28,Toronto,CAN,CAN,"5' 8""",160,L,Defenseman
275,8444987,Larry Aurie,1905-02-08,Sudbury,CAN,CAN,"5' 6""",148,R,Right Wing
231,8448039,Russell Oatman,1905-02-19,Tillsonburg,CAN,CAN,"5' 10""",195,L,Left Wing
574,8449982,Paul Goodman,1905-02-25,Selkirk,CAN,CAN,"5' 10""",165,L,Goalie
453,8449238,Joe Thorsteinson,1905-03-19,Winnipeg,CAN,CAN,"5' 9""",157,R,Right Wing
366,8449177,Frank Steele,1905-03-19,Niagara Falls,CAN,CAN,"5' 11""",170,R,Right Wing
163,8445578,Roger Cormier,1905-03-23,Montréal,CAN,CAN,"5' 10""",167,R,Right Wing
292,8445288,Bobby Burns,1905-04-04,Gore Bay,CAN,CAN,"5' 10""",155,L,Left Wing
374,8449309,Deacon Waite,1905-04-09,Fort Qu'Appelle,CAN,CAN,"5' 11""",150,L,Center
373,8448134,Frank Peters,1905-06-05,Rouses Point,USA,USA,"5' 11""",160,R,Defenseman
385,8446553,Johnny Gagnon,1905-06-08,Chicoutimi,CAN,CAN,"5' 5""",140,R,Right Wing
294,8446617,Johnny Gottselig,1905-06-24,Odessa,UKR,UKR,"5' 11""",158,L,Left Wing
312,8447884,Armand Mondou,1905-06-27,Yamaska,CAN,CAN,"5' 10""",175,L,Left Wing
267,8446652,Len Grosvenor,1905-07-21,Ottawa,CAN,CAN,"5' 9""",172,R,Center
293,8445746,Rosie Couture,1905-07-24,St. Boniface,CAN,CAN,"5' 11""",164,R,Right Wing
175,8445178,Bernie Brophy,1905-08-09,Collingwood,CAN,CAN,"5' 8""",165,L,Left Wing
247,8447144,Butch Keeling,1905-08-10,Owen Sound,CAN,CAN,"5' 11""",180,L,Left Wing
431,8447879,Ron Moffat,1905-08-21,West Hope,USA,USA,"5' 11""",180,L,Left Wing
246,8446649,Lloyd Gross,1905-09-05,Berlin,CAN,CAN,"5' 9""",175,L,Left Wing
255,8447870,Earl Miller,1905-09-12,Lumsden,CAN,CAN,"5' 11""",180,L,Left Wing
299,8447318,Myles Lane,1905-10-02,Melrose,USA,USA,"6' 0""",180,L,Defenseman
257,8449220,Ralph Taylor,1905-10-02,Toronto,CAN,CAN,"5' 9""",180,R,Defenseman
197,8449251,Art Townsend,1905-10-09,Souris,CAN,CAN,"5' 10""",185,L,Defenseman
298,8445347,Gerry Carson,1905-10-10,Parry Sound,CAN,CAN,"5' 10""",175,L,Defenseman
277,8446571,Leo Gaudreault,1905-10-19,Chicoutimi,CAN,CAN,"5' 10""",152,L,Left Wing
414,8447054,Ed Jeremiah,1905-11-04,Worcester,USA,USA,"5' 9""",160,R,Right Wing
360,8445806,Jimmy Creighton,1905-11-18,Brandon,CAN,CAN,"5' 9""",150,L,Left Wing
450,8447242,Gord Kuhn,1905-11-19,Truro,CAN,CAN,"5' 7""",145,R,Right Wing
566,8450045,Alfie Moore,1905-12-01,Toronto,CAN,CAN,"5' 11""",155,R,Goalie
289,8445026,Marty Barry,1905-12-08,Quebec City,CAN,CAN,"5' 11""",175,L,Center
162,8450104,Moe Roberts,1905-12-13,Waterbury,USA,USA,"5' 9""",165,R,Goalie
365,8449128,John Sorrell,1906-01-16,Chesterville,CAN,CAN,"5' 11""",155,L,Left Wing
279,8448197,Joe Primeau,1906-01-29,Lindsay,CAN,CAN,"5' 11""",153,L,Center
252,8446631,Ted Graham,1906-01-30,Owen Sound,CAN,CAN,"5' 8""",170,L,Defenseman
261,8445311,Frank Callighen,1906-02-13,Toronto,CAN,CAN,"5' 6""",175,L,Defenseman
278,8447523,Gerry Lowrey,1906-02-14,Ottawa,CAN,CAN,"5' 8""",150,L,Left Wing
440,8447969,Leo Murray,1906-02-15,Portage la Prairie,CAN,CAN,"5' 9""",165,L,Center
362,8446245,Tommy Filmore,1906-03-14,Thamesford,CAN,CAN,"5' 11""",189,R,Right Wing
286,8449246,Bill Touhey,1906-03-23,Ottawa,CAN,CAN,"5' 9""",155,L,Left Wing
380,8448188,Jack Pratt,1906-04-13,Edinburgh,GBR,GBR,"6' 0""",190,R,Center
309,8447484,Herbie Lewis,1906-04-17,Calgary,CAN,CAN,"5' 9""",163,L,Left Wing
376,8444850,Henry Harris,1906-04-28,Kenora,CAN,CAN,"5' 11""",185,L,Right Wing
363,8447780,Bert McInenly,1906-05-06,Quebec City,CAN,CAN,"5' 9""",160,L,Left Wing
341,8446966,James Hughes,1906-05-12,Webbwood,CAN,CAN,"5' 9""",190,R,Defenseman
248,8448098,George Patterson,1906-05-22,Kingston,CAN,CAN,"6' 1""",176,R,Left Wing
378,8445362,Art Chapman,1906-05-29,Winnipeg,CAN,CAN,"5' 10""",170,L,Center
297,8448334,Vic Ripley,1906-05-30,Elgin,CAN,CAN,"5' 8""",170,L,Left Wing
285,8447306,Joe Lamb,1906-06-18,Sussex,CAN,CAN,"5' 10""",170,R,Right Wing
157,8445068,Fred Bergdinon,1906-06-22,Parry Sound,CAN,CAN,"6' 1""",170,R,Right Wing
187,8445940,Ken Doraty,1906-06-23,Stittsville,CAN,CAN,"5' 7""",133,R,Right Wing
320,8449264,Dave Trottier,1906-06-25,Pembroke,CAN,CAN,"5' 10""",170,L,Left Wing
436,8445293,Bert Burry,1906-07-02,Toronto,CAN,CAN,"5' 9""",180,L,Defenseman
300,8449292,Sparky Vail,1906-07-05,Meaford,CAN,CAN,"6' 0""",185,L,Defenseman
334,8449160,Harold Starr,1906-07-06,Ottawa,CAN,CAN,"5' 11""",176,L,Defenseman
426,8450173,Clarence MacKenzie,1906-07-11,Cambridge,USA,USA,"5' 8""",175,R,Right Wing
489,8448790,Tony Savage,1906-07-18,Calgary,CAN,CAN,"6' 0""",175,L,Defenseman
354,8445284,Roy Burmister,1906-08-12,Collingwood,CAN,CAN,"5' 10""",155,L,Left Wing
287,8449341,Jimmy Ward,1906-09-01,Fort William,CAN,CAN,"5' 11""",167,R,Right Wing
215,8446673,Milt Halliday,1906-09-21,Ottawa,CAN,CAN,"5' 10""",180,L,Left Wing
165,8447328,Wildor Larochelle,1906-09-23,Sorel,CAN,CAN,"5' 8""",158,R,Right Wing
327,8446607,Leroy Goldsworthy,1906-10-18,Two Harbors,USA,USA,"6' 0""",165,R,Right Wing
212,8449232,Paul Thompson,1906-11-02,Calgary,CAN,CAN,"5' 11""",180,L,Left Wing
281,8449060,Art Smith,1906-11-29,Toronto,CAN,CAN,"5' 10""",200,L,Defenseman
348,8445234,Gord Brydson,1907-01-03,Toronto,CAN,CAN,"5' 7""",150,R,Center
250,8449308,Carl Voss,1907-01-06,Chelsea,USA,USA,"5' 9""",168,L,Center
369,8447056,Joe Jerwa,1907-01-20,Warsaw,POL,CAN,"6' 2""",185,L,Defenseman
274,8447337,Martin Lauder,1907-01-26,Durham,CAN,CAN,"5' 6""",165,L,Defenseman
416,8449208,Max Sutherland,1907-02-08,Grenfell,CAN,CAN,"5' 10""",165,L,Left Wing
270,8445474,Dit Clapper,1907-02-09,Newmarket,CAN,CAN,"6' 2""",195,R,Right Wing
319,8448372,Earl Robinson,1907-03-11,Montréal,CAN,CAN,"5' 10""",160,R,Right Wing
424,8447770,Don McFadyen,1907-03-24,Crossfield,CAN,CAN,"5' 9""",163,L,Center
340,8446612,Ebbie Goodfellow,1907-04-09,Ottawa,CAN,CAN,"6' 0""",175,L,Center
323,8445537,Tom Cook,1907-05-07,Fort William,CAN,CAN,"5' 7""",140,L,Center
268,8449019,Al Shields,1907-05-10,Ottawa,CAN,CAN,"6' 0""",188,R,Defenseman
533,8447615,Jack Markle,1907-05-15,Thessalon,CAN,CAN,"5' 9""",155,R,Right Wing
412,8445261,Eddie Burke,1907-06-03,Toronto,CAN,CAN,"5' 8""",175,R,Right Wing
147,8447181,Hec Kilrea,1907-06-11,Blackburn,CAN,CAN,"5' 8""",175,L,Left Wing
367,8445334,Gene Carrigan,1907-07-05,Edmonton,CAN,CAN,"6' 1""",200,L,Center
430,8447614,Gus Marker,1907-08-01,Wetaskiwin,CAN,CAN,"5' 9""",162,R,Right Wing
476,8446502,Irv Frew,1907-08-16,Kilsyth,GBR,GBR,"5' 10""",180,R,Defenseman
370,8447167,Ernest Kenny,1907-08-20,Vermilion,CAN,CAN,"6' 2""",195,L,Defenseman
335,8445029,Cliff Barton,1907-09-03,Sault Ste. Marie,USA,USA,"5' 7""",155,R,Right Wing
295,8447468,Art Lesieur,1907-09-13,Fall River,USA,USA,"5' 11""",191,R,Defenseman
324,8447018,Frank Ingram,1907-09-17,Craven,CAN,CAN,"5' 8""",185,R,Right Wing
417,8450003,Percy Jackson,1907-09-21,Canmore,CAN,CAN,"5' 9""",165,L,Goalie
377,8445037,Red Beattie,1907-10-02,Ibstock,GBR,GBR,"5' 9""",170,L,Left Wing
276,8449006,Frank Sheppard,1907-10-19,Montréal,CAN,CAN,"5' 6""",157,L,Center
427,8445296,Walt Buswell,1907-11-06,Montréal,CAN,CAN,"5' 11""",170,L,Defenseman
429,8446694,Emil Hanson,1907-11-18,Camrose,CAN,CAN,"5' 8""",165,L,Right Wing
413,8445533,Bud Cook,1907-11-20,Kingston,CAN,CAN,"5' 10""",160,L,Center
326,8446458,Harry Foster,1907-11-25,Guelph,CAN,CAN,"6' 6""",198,L,Defenseman
336,8447050,James Jarvis,1907-12-07,Fort William,CAN,CAN,"5' 6""",165,L,Left Wing
422,8447139,John Keating,1908-02-12,St. John,CAN,CAN,"5' 7""",145,L,Left Wing
382,8445741,D'arcy Coulson,1908-02-17,Sudbury,CAN,CAN,"5' 11""",175,R,Defenseman
313,8445093,Andy Blair,1908-02-27,Winnipeg,CAN,CAN,"6' 1""",180,L,Center
474,8445099,Russ Blinco,1908-03-12,Grand-Mere,CAN,CAN,"5' 10""",171,L,Center
421,8450115,Normie Smith,1908-03-18,Toronto,CAN,CAN,"5' 7""",165,L,Goalie
437,8446411,Gus Forslund,1908-04-25,Umea,SWE,SWE,"5' 10""",150,R,Right Wing
368,8445908,Cecil Dillon,1908-04-26,Toledo,USA,USA,"5' 11""",173,L,Right Wing
372,8447646,Sam McAdam,1908-05-31,Sterling,GBR,GBR,"5' 8""",175,L,Center
449,8447036,Walter Jackson,1908-06-03,Ibstock,GBR,GBR,"5' 8""",164,L,Left Wing
724,8445321,Leo Carbol,1908-06-05,Ottawa,CAN,CAN,"5' 11""",170,R,Defenseman
438,8446590,Art Giroux,1908-06-06,Winnipeg,CAN,CAN,"5' 10""",165,R,Right Wing
343,8447654,Stan McCabe,1908-06-16,Ottawa,CAN,CAN,"5' 6""",165,L,Left Wing
361,8446182,Stewart Evans,1908-06-19,Ottawa,CAN,CAN,"5' 10""",170,L,Defenseman
403,8448241,Yip Radley,1908-06-27,Ottawa,CAN,CAN,"6' 0""",198,L,Defenseman
315,8449983,Benny Grant,1908-07-14,Owen Sound,CAN,CAN,"5' 11""",160,L,Goalie
500,8447864,Bill Miller,1908-08-01,Campbellton,CAN,CAN,"6' 0""",160,R,Center
344,8448428,Harvey Rockburn,1908-08-20,Ottawa,CAN,CAN,"5' 10""",180,L,Defenseman
318,8448034,Baldy Northcott,1908-09-07,Calgary,CAN,CAN,"6' 0""",184,L,Defenseman
240,8448080,Pete Palangio,1908-09-10,North Bay,CAN,CAN,"5' 11""",175,L,Left Wing
381,8448605,Paul Runge,1908-09-10,Edmonton,CAN,CAN,"5' 11""",167,L,Center
407,8449666,Doug Young,1908-10-01,Medicine Hat,CAN,CAN,"5' 10""",190,R,Defenseman
296,8447609,Mush March,1908-10-18,Silton,CAN,CAN,"5' 5""",154,R,Right Wing
538,8447222,Ike Klingbeil,1908-11-03,Hancock,USA,USA,"5' 10""",180,L,Defenseman
480,8447924,Allan Murray,1908-11-10,Stratford,CAN,CAN,"5' 7""",165,L,Defenseman
411,8445150,Irwin Boyd,1908-11-13,Ardmore,USA,USA,"5' 10""",152,R,Right Wing
433,8444982,Ossie Asmundson,1908-11-17,Red Deer,CAN,CAN,"5' 11""",170,R,Center
311,8447604,Georges Mantha,1908-11-29,Lachine,CAN,CAN,"5' 8""",165,L,Defenseman
330,8448298,Bill Regan,1908-12-11,Creighton Mines,CAN,CAN,"6' 1""",190,L,Defenseman
568,8444864,Rudy Ahlin,1908-12-13,Eveleth,USA,USA,"5' 11""",176,L,Left Wing
358,8448440,Doc Romnes,1909-01-01,White Bear Lake,USA,USA,"5' 11""",156,L,Left Wing
317,8447652,Cliff McBride,1909-01-10,Toronto,CAN,CAN,"5' 10""",180,R,Right Wing
392,8446559,John Gallagher,1909-01-19,Kenora,CAN,CAN,"5' 11""",188,L,Defenseman
397,8448421,Des Roche,1909-02-01,Kemptville,CAN,CAN,"5' 7""",165,R,Right Wing
379,8447534,Ron Lyons,1909-02-15,Portage la Prairie,CAN,CAN,"5' 11""",170,L,Left Wing
333,8447183,Wally Kilrea,1909-02-18,Ottawa,CAN,CAN,"5' 7""",150,R,Right Wing
418,8444870,Art Alexandre,1909-03-02,Saint-Jean,CAN,CAN,"5' 5""",150,R,Left Wing
442,8445947,Dave Downie,1909-03-11,Burk's Falls,CAN,CAN,"5' 8""",168,R,Center
415,8447055,Frank Jerwa,1909-03-15,Bankhead,CAN,CAN,"6' 1""",179,L,Left Wing
342,8447638,Joe Matte,1909-03-15,Bourget,CAN,CAN,"5' 11""",178,R,Defenseman
481,8448149,Hal Picketts,1909-04-22,Asquith,CAN,CAN,"6' 0""",183,R,Right Wing
485,8445523,Bert Connelly,1909-04-22,Montréal,CAN,CAN,"5' 11""",174,L,Left Wing
399,8444989,Vern Ayres,1909-04-27,Toronto,CAN,CAN,"6' 2""",220,L,Defenseman
423,8449553,Hub Wilson,1909-05-13,Ottawa,CAN,CAN,"5' 10""",180,L,Left Wing
359,8449306,Ed Vokes,1909-05-27,Quill Lake,CAN,CAN,"5' 9""",160,L,Left Wing
314,8446915,Red Horner,1909-05-28,Lynden,CAN,CAN,"6' 0""",190,R,Defenseman
404,8445742,Art Coulter,1909-05-31,Winnipeg,CAN,CAN,"5' 11""",185,R,Defenseman
345,8449821,Bill Beveridge,1909-07-01,Ottawa,CAN,CAN,"5' 8""",170,L,Goalie
452,8449161,Wilf Starr,1909-07-22,St. Boniface,CAN,CAN,"5' 11""",190,L,Center
580,8447199,Bobby Kirk,1909-08-08,Dough Grange,IRL,IRL,"5' 9""",180,R,Right Wing
308,8445839,Frank Daley,1909-08-22,Port Arthur,CAN,CAN,"5' 11""",178,L,Left Wing
451,8447628,Ron Martin,1909-08-22,Calgary,CAN,CAN,"5' 6""",130,R,Right Wing
458,8449479,Burr Williams,1909-08-30,Okemah,USA,USA,"5' 10""",183,R,Defenseman
266,8446600,Sam Godin,1909-09-20,Rockland,CAN,CAN,"5' 10""",156,R,Right Wing
467,8446702,Walter Harnott,1909-09-24,Montréal,CAN,CAN,"5' 10""",175,L,Left Wing
346,8448346,Gus Rivers,1909-11-19,Winnipeg,CAN,CAN,"5' 11""",180,R,Right Wing
349,8445512,Charlie Conacher,1909-12-20,Toronto,CAN,CAN,"6' 1""",195,R,Right Wing
570,8446695,Oscar Hanson,1909-12-27,Camrose,CAN,CAN,"5' 10""",175,L,Center
455,8447469,Jack Leswick,1910-01-01,Saskatoon,CAN,CAN,"5' 6""",155,R,Center
398,8450009,Dave Kerr,1910-01-11,Toronto,CAN,CAN,"5' 10""",160,R,Goalie
302,8447221,Lloyd Klein,1910-01-13,Saskatoon,CAN,CAN,"6' 0""",185,L,Left Wing
332,8447012,Bill Hutton,1910-01-28,Calgary,CAN,CAN,"5' 11""",165,R,Defenseman
390,8447473,Alex Levinsky,1910-02-02,Syracuse,USA,USA,"5' 10""",184,R,Defenseman
328,8446843,Orville Heximer,1910-02-16,Niagara Falls,CAN,CAN,"5' 7""",159,L,Left Wing
396,8448383,Earl Roche,1910-02-22,Prescott,CAN,CAN,"5' 11""",175,L,Left Wing
393,8446753,Paul Haynes,1910-03-01,Montréal,CAN,CAN,"5' 10""",160,L,Center
444,8449233,Bill Thoms,1910-03-05,Newmarket,CAN,CAN,"5' 9""",170,L,Center
454,8447163,Bill Kendall,1910-04-01,Winnipeg,CAN,CAN,"5' 8""",168,R,Right Wing
420,8445960,Lorne Duguid,1910-04-04,Bolton,CAN,CAN,"5' 11""",185,L,Left Wing
364,8448004,John Newman,1910-04-24,Ottawa,CAN,CAN,"5' 8""",155,L,Center
490,8445504,Norm Collings,1910-05-06,Bradford,CAN,CAN,"6' 2""",175,L,Left Wing
409,8446766,Ott Heller,1910-06-02,Berlin,CAN,CAN,"6' 0""",190,R,Defenseman
459,8445333,Lorne Carr,1910-07-02,Stoughton,CAN,CAN,"5' 8""",161,R,Right Wing
384,8449861,Wilf Cude,1910-07-04,Barry,GBR,GBR,"5' 9""",146,L,Goalie
483,8444931,Tom Anderson,1910-07-09,Edinburgh,GBR,GBR,"5' 10""",180,L,Left Wing
338,8450117,Red Spooner,1910-08-24,Port Arthur,CAN,CAN,"5' 8""",170,L,Goalie
469,8449058,Don Smillie,1910-09-13,Toronto,CAN,CAN,"6' 0""",185,L,Left Wing
386,8448233,Jean Pusie,1910-10-15,Montréal,CAN,CAN,"6' 0""",205,L,Defenseman
465,8449001,Gerry Shannon,1910-10-25,Campbellford,CAN,CAN,"5' 11""",170,L,Left Wing
493,8447777,Jack McGill,1910-11-03,Ottawa,CAN,CAN,"5' 10""",150,L,Left Wing
391,8445233,Glenn Brydson,1910-11-07,Swansea,CAN,CAN,"5' 10""",170,R,Right Wing
387,8446628,Bob Gracie,1910-11-08,North Bay,CAN,CAN,"5' 9""",155,L,Center
777,8449247,Jacques Toupin,1910-11-10,Trois-Rivières,CAN,CAN,"5' 7""",155,R,Right Wing
631,8448122,Bert Peer,1910-11-12,Port Credit,CAN,CAN,"5' 11""",175,R,Right Wing
790,8449690,Rudy Zunich,1910-11-24,Calumet,USA,USA,"5' 9""",170,L,Defenseman
546,8450105,Earl Robertson,1910-11-24,Bengough,CAN,CAN,"5' 10""",165,L,Goalie
536,8445165,Milt Brink,1910-11-26,Hibbing,USA,USA,"5' 10""",165,R,Center
400,8445527,Eddie Convey,1910-12-16,Toronto,CAN,CAN,"5' 11""",165,L,Left Wing
394,8446946,Al Huggins,1910-12-21,Toronto,CAN,CAN,"6' 0""",160,L,Left Wing
472,8448331,Jack Riley,1910-12-29,Berckenla,IRL,IRL,"5' 11""",160,L,Center
526,8445141,Jean Bourcier,1911-01-03,Montréal,CAN,CAN,"5' 11""",175,L,Left Wing
567,8450151,Alex Wood,1911-01-15,Falkirk,GBR,GBR,"5' 11""",165,L,Goalie
350,8447025,Busher Jackson,1911-01-19,Toronto,CAN,CAN,"5' 11""",195,L,Left Wing
375,8447198,Ray Kinsella,1911-01-27,Ottawa,CAN,CAN,"5' 10""",162,L,Left Wing
405,8446901,Lou Holmes,1911-01-29,Rushall,GBR,GBR,"5' 10""",150,L,Center
445,8445113,Buzz Boll,1911-03-06,Fillmore,CAN,CAN,"5' 10""",166,L,Left Wing
508,8448076,Eddie Ouellette,1911-03-09,Ottawa,CAN,CAN,"5' 9""",181,L,Center
721,8447724,John McCreedy,1911-03-23,Winnipeg,CAN,CAN,"5' 9""",160,R,Right Wing
443,8448784,Charlie Sands,1911-03-23,Fort William,CAN,CAN,"5' 9""",160,R,Center
511,8448463,Rolly Roulston,1911-04-12,Toronto,CAN,CAN,"6' 1""",195,L,Left Wing
457,8450158,Thomas Coulter,1911-04-21,Winnipeg,CAN,CAN,"6' 2""",195,L,Defenseman
439,8447691,Walt McCartney,1911-04-26,Regina,CAN,CAN,"5' 10""",160,L,Left Wing
482,8447511,Norm Locking,1911-05-24,Owen Sound,CAN,CAN,"6' 0""",165,L,Left Wing
479,8445926,John Doran,1911-05-24,Belleville,CAN,CAN,"5' 11""",195,L,Defenseman
460,8445146,Ralph Bowman,1911-06-20,Winnipeg,CAN,CAN,"5' 11""",190,L,Defenseman
817,8449478,John Wilkinson,1911-07-09,Ottawa,CAN,CAN,"5' 11""",195,L,Defenseman
491,8445824,Nels Crutchfield,1911-07-12,Knowlton,CAN,CAN,"6' 1""",175,L,Center
575,8444852,Ron Hudson,1911-07-14,Calgary,CAN,CAN,"5' 8""",148,L,Center
818,8449781,George Abbott,1911-08-03,Sydenham,CAN,CAN,"5' 7""",153,L,Goalie
464,8448789,Ted Saunders,1911-08-29,Ottawa,CAN,CAN,"5' 8""",165,R,Right Wing
402,8448210,Ellie Pringle,1911-08-31,Toronto,CAN,CAN,"6' 2""",205,L,Defenseman
573,8448008,Hickey Nicholson,1911-09-09,Charlottetown,CAN,CAN,"5' 10""",170,L,Left Wing
331,8446924,Syd Howe,1911-09-28,Ottawa,CAN,CAN,"5' 9""",165,L,Center
557,8446923,Jack Howard,1911-10-15,London,CAN,CAN,"6' 0""",190,L,Defenseman
539,8447327,Benjamin LaPrairie,1911-10-20,Sault Ste. Marie,USA,USA,"5' 10""",160,R,Defenseman
419,8448357,Fred Robertson,1911-10-22,Carlisle,GBR,GBR,"5' 10""",198,L,Defenseman
499,8447809,Sammy McManus,1911-10-22,Belfast,GBR,GBR,"5' 9""",160,L,Left Wing
540,8448791,Butch Schaeffer,1911-11-07,Hinkley,USA,USA,"5' 10""",190,R,Defenseman
434,8448139,Gord Pettinger,1911-11-11,Harrogate,GBR,GBR,"6' 0""",175,L,Center
357,8447052,Roger Jenkins,1911-11-18,Appleton,USA,USA,"5' 11""",173,R,Right Wing
503,8448946,Sweeney Schriner,1911-11-30,Saratov,RUS,RUS,"6' 0""",185,L,Left Wing
410,8448951,Earl Seibert,1911-12-07,Berlin,CAN,CAN,"6' 2""",198,R,Defenseman
477,8447560,Bill MacKenzie,1911-12-12,Winnipeg,CAN,CAN,"5' 11""",175,R,Defenseman
509,8450007,Mike Karakas,1911-12-12,Aurora,USA,USA,"5' 11""",147,L,Goalie
462,8447130,Walter Kalbfleish,1911-12-18,New Hamburg,CAN,CAN,"5' 10""",175,R,Defenseman
753,8447372,Bobby Lee,1911-12-28,Verdun,CAN,CAN,"5' 10""",165,L,Center
563,8447027,Lloyd Jackson,1912-01-07,Ottawa,CAN,CAN,"5' 9""",150,L,Center
470,8447282,Adie Lafrance,1912-01-13,Chapleau,CAN,CAN,"5' 10""",165,L,Left Wing
486,8447633,Charlie Mason,1912-02-01,Seaforth,CAN,CAN,"5' 10""",160,R,Right Wing
487,8448096,Lynn Patrick,1912-02-03,Victoria,CAN,CAN,"6' 1""",192,L,Center
494,8445846,Bob Davidson,1912-02-10,Toronto,CAN,CAN,"5' 11""",185,L,Left Wing
565,8448309,Gord Reid,1912-02-19,Mount Albert,CAN,CAN,"5' 10""",195,L,Defenseman
572,8447102,Virgil Johnson,1912-03-04,Minneapolis,USA,USA,"5' 9""",165,L,Defenseman
461,8446895,Flash Hollett,1912-04-13,North Sydney,CAN,CAN,"6' 0""",180,L,Defenseman
553,8445184,George Brown,1912-05-17,Winnipeg,CAN,CAN,"5' 11""",185,L,Center
504,8445754,Bill Cowley,1912-06-12,Bristol,CAN,CAN,"5' 10""",165,L,Center
569,8445838,Cully Dahlstrom,1912-07-03,Minneapolis,USA,USA,"5' 11""",175,L,Center
581,8447882,Larry Molyneaux,1912-07-09,Sutton West,CAN,CAN,"5' 11""",208,R,Defenseman
456,8449266,Lou Trudel,1912-07-21,Salem,USA,USA,"5' 11""",167,L,Left Wing
471,8448179,Jack Portland,1912-07-30,Waubaushene,CAN,CAN,"6' 2""",185,L,Defenseman
823,8449335,Bobby Walton,1912-08-05,Ottawa,CAN,CAN,"5' 9""",165,R,Center
774,8446191,Walt Farrant,1912-08-12,Toronto,CAN,CAN,"5' 10""",155,R,Right Wing
498,8445098,Toe Blake,1912-08-21,Victoria Mines,CAN,CAN,"5' 10""",165,L,Left Wing
796,8445971,Henry Dyck,1912-09-05,Herbert,CAN,CAN,"5' 8""",155,L,Center
686,8447877,Red Mitchell,1912-09-06,Toronto,CAN,CAN,"5' 10""",185,R,Defenseman
466,8445848,Bob Davie,1912-09-12,Beausejour,CAN,CAN,"6' 0""",170,R,Defenseman
501,8449374,Aubrey Webster,1912-09-25,Kenora,CAN,CAN,"5' 9""",168,R,Right Wing
425,8449464,Art Wiebe,1912-09-28,Rosthern,CAN,CAN,"5' 10""",180,L,Defenseman
406,8449003,Pat Shea,1912-10-29,Potlatch,USA,USA,"5' 10""",190,L,Defenseman
447,8445097,Mickey Blake,1912-10-31,Barriefield,CAN,CAN,"5' 10""",186,L,Left Wing
524,8445057,Max Bennett,1912-11-04,Cobalt,CAN,CAN,"5' 6""",157,R,Right Wing
835,8445161,Joe Bretto,1912-11-28,Hibbing,USA,USA,"6' 1""",248,L,Defenseman
749,8444877,Bill Anderson,1912-12-13,Tillsonburg,CAN,CAN,"6' 0""",190,R,Defenseman
475,8445307,Herb Cain,1912-12-24,Newmarket,CAN,CAN,"5' 11""",180,L,Left Wing
432,8449593,Eddie Wiseman,1912-12-28,Newcastle,CAN,CAN,"5' 7""",160,R,Right Wing
530,8447467,Gaston Leroux,1913-01-09,Montréal,CAN,CAN,"6' 0""",195,R,Defenseman
473,8449022,Jack Shill,1913-01-12,Toronto,CAN,CAN,"5' 9""",175,L,Center
588,8448250,Armand Raymond,1913-01-12,Mechanicsville,USA,USA,"5' 9""",185,L,Defenseman
576,8445075,Pete Bessone,1913-01-13,New Bedford,USA,USA,"5' 11""",200,L,Defenseman
502,8446787,Fred Hergerts,1913-01-29,Calgary,CAN,CAN,"6' 1""",190,R,Center
441,8448251,Paul Raymond,1913-02-27,Montréal,CAN,CAN,"5' 8""",150,R,Right Wing
519,8449960,Bert Gardiner,1913-03-25,Saskatoon,CAN,CAN,"5' 11""",160,L,Goalie
688,8449188,Ken Stewart,1913-03-29,Port Arthur,CAN,CAN,"6' 0""",175,L,Defenseman
468,8448061,Jim O'Neil,1913-04-03,Semans,CAN,CAN,"5' 8""",160,R,Center
512,8449014,John Sherf,1913-04-08,Calumet,USA,USA,"5' 11""",178,L,Left Wing
