,season,team_ids,team_names,player_ids,player_names
51172,2020-2021,14,Lightning,8479410,Mikhail Sergachev
51173,2020-2021,14,Lightning,8479525,Ross Colton
51174,2020-2021,14,Lightning,8479718,Alex Barré-Boulet
51175,2020-2021,14,Lightning,8479984,Cal Foote
51176,2020-2021,14,Lightning,8480158,Andreas Borgman
51177,2020-2021,14,Lightning,8480172,Jan Rutta
51178,2020-2021,14,Lightning,8480186,Alexander Volkov
51179,2020-2021,14,Lightning,8476453,Nikita Kucherov
51180,2020-2021,14,Lightning,8470147,Curtis McElhinney
51181,2020-2021,14,Lightning,8476444,Christopher Gibson
51182,2020-2021,14,Lightning,8476883,Andrei Vasilevskiy
51183,2020-2021,15,Capitals,8465009,Zdeno Chara
51184,2020-2021,15,Capitals,8471214,Alex Ovechkin
51185,2020-2021,15,Capitals,8471698,T.J. Oshie
51186,2020-2021,15,Capitals,8473563,Nicklas Backstrom
51187,2020-2021,15,Capitals,8474176,Carl Hagelin
51188,2020-2021,15,Capitals,8474189,Lars Eller
51189,2020-2021,15,Capitals,8474590,John Carlson
51190,2020-2021,15,Capitals,8474602,Justin Schultz
51191,2020-2021,15,Capitals,8475200,Dmitry Orlov
51192,2020-2021,15,Capitals,8475209,Richard Panik
51193,2020-2021,15,Capitals,8475324,Nick Jensen
51194,2020-2021,15,Capitals,8475343,Nic Dowd
51195,2020-2021,15,Capitals,8475455,Brenden Dillon
51196,2020-2021,15,Capitals,8475744,Evgeny Kuznetsov
51197,2020-2021,15,Capitals,8475958,Michael Sgarbossa
51198,2020-2021,15,Capitals,8476880,Tom Wilson
51199,2020-2021,15,Capitals,8477290,Michael Raffl
51200,2020-2021,15,Capitals,8477314,Brian Pinho
51201,2020-2021,15,Capitals,8477511,Anthony Mantha
51202,2020-2021,15,Capitals,8477544,Philippe Maillet
51203,2020-2021,15,Capitals,8477839,Conor Sheary
51204,2020-2021,15,Capitals,8477845,Trevor van Riemsdyk
51205,2020-2021,15,Capitals,8477901,Daniel Carr
51206,2020-2021,15,Capitals,8477903,Garnet Hathaway
51207,2020-2021,15,Capitals,8477944,Jakub Vrana
51208,2020-2021,15,Capitals,8478399,Jonas Siegenthaler
51209,2020-2021,15,Capitals,8478466,Daniel Sprong
51210,2020-2021,15,Capitals,8479516,Garrett Pilon
51211,2020-2021,15,Capitals,8481580,Connor McMichael
51212,2020-2021,15,Capitals,8467950,Craig Anderson
51213,2020-2021,15,Capitals,8477970,Vitek Vanecek
51214,2020-2021,15,Capitals,8478492,Ilya Samsonov
51215,2020-2021,16,Blackhawks,8470281,Duncan Keith
51216,2020-2021,16,Blackhawks,8471262,Carl Soderberg
51217,2020-2021,16,Blackhawks,8474141,Patrick Kane
51218,2020-2021,16,Blackhawks,8475177,Calvin de Haan
51219,2020-2021,16,Blackhawks,8475204,Brandon Pirri
51220,2020-2021,16,Blackhawks,8475792,Brett Connolly
51221,2020-2021,16,Blackhawks,8476381,Andrew Shaw
51222,2020-2021,16,Blackhawks,8476473,Connor Murphy
51223,2020-2021,16,Blackhawks,8476994,Vinnie Hinostroza
51224,2020-2021,16,Blackhawks,8477330,Dominik Kubalik
51225,2020-2021,16,Blackhawks,8477406,Mattias Janmark
51226,2020-2021,16,Blackhawks,8477474,Madison Bowey
51227,2020-2021,16,Blackhawks,8477507,Nikita Zadorov
51228,2020-2021,16,Blackhawks,8477846,Ryan Carpenter
51229,2020-2021,16,Blackhawks,8478027,Lucas Wallmark
51230,2020-2021,16,Blackhawks,8478146,Matthew Highmore
51231,2020-2021,16,Blackhawks,8478440,Dylan Strome
51232,2020-2021,16,Blackhawks,8478874,Adam Gaudette
51233,2020-2021,16,Blackhawks,8479337,Alex DeBrincat
51234,2020-2021,16,Blackhawks,8479388,Riley Stillman
51235,2020-2021,16,Blackhawks,8479523,Lucas Carlsson
51236,2020-2021,16,Blackhawks,8479542,Brandon Hagel
51237,2020-2021,16,Blackhawks,8480025,MacKenzie Entwistle
51238,2020-2021,16,Blackhawks,8480070,Ian Mitchell
51239,2020-2021,16,Blackhawks,8480144,David Kampf
51240,2020-2021,16,Blackhawks,8480293,Wyatt Kalynuk
51241,2020-2021,16,Blackhawks,8480459,Pius Suter
51242,2020-2021,16,Blackhawks,8480798,Philipp Kurashev
51243,2020-2021,16,Blackhawks,8480814,Nicolas Beaudin
51244,2020-2021,16,Blackhawks,8480831,Alec Regula
51245,2020-2021,16,Blackhawks,8480871,Adam Boqvist
51246,2020-2021,16,Blackhawks,8481147,Reese Johnson
51247,2020-2021,16,Blackhawks,8481523,Kirby Dach
51248,2020-2021,16,Blackhawks,8482635,Mike Hardman
51249,2020-2021,16,Blackhawks,8476876,Malcolm Subban
51250,2020-2021,16,Blackhawks,8480420,Collin Delia
51251,2020-2021,16,Blackhawks,8480947,Kevin Lankinen
51252,2020-2021,17,Red Wings,8470047,Valtteri Filppula
51253,2020-2021,17,Red Wings,8470144,Frans Nielsen
51254,2020-2021,17,Red Wings,8471676,Bobby Ryan
51255,2020-2021,17,Red Wings,8471686,Marc Staal
51256,2020-2021,17,Red Wings,8471794,Darren Helm
51257,2020-2021,17,Red Wings,8473415,Alex Biega
51258,2020-2021,17,Red Wings,8474040,Sam Gagner
51259,2020-2021,17,Red Wings,8475209,Richard Panik
51260,2020-2021,17,Red Wings,8475747,Patrik Nemeth
51261,2020-2021,17,Red Wings,8475750,Jon Merrill
51262,2020-2021,17,Red Wings,8476480,Vladislav Namestnikov
51263,2020-2021,17,Red Wings,8476822,Luke Glendening
51264,2020-2021,17,Red Wings,8477043,Christian Djoos
51265,2020-2021,17,Red Wings,8477215,Danny DeKeyser
51266,2020-2021,17,Red Wings,8477454,Adam Erne
51267,2020-2021,17,Red Wings,8477479,Tyler Bertuzzi
51268,2020-2021,17,Red Wings,8477511,Anthony Mantha
51269,2020-2021,17,Red Wings,8477944,Jakub Vrana
51270,2020-2021,17,Red Wings,8477946,Dylan Larkin
51271,2020-2021,17,Red Wings,8477952,Robby Fabbri
51272,2020-2021,17,Red Wings,8478431,Evgeny Svechnikov
51273,2020-2021,17,Red Wings,8479379,Givani Smith
51274,2020-2021,17,Red Wings,8479395,Dennis Cholowski
51275,2020-2021,17,Red Wings,8479425,Filip Hronek
51276,2020-2021,17,Red Wings,8479442,Troy Stecher
51277,2020-2021,17,Red Wings,8479992,Michael Rasmussen
51278,2020-2021,17,Red Wings,8480184,Gustav Lindstrom
51279,2020-2021,17,Red Wings,8480813,Joe Veleno
51280,2020-2021,17,Red Wings,8480821,Filip Zadina
51281,2020-2021,17,Red Wings,8481433,Taro Hirose
51282,2020-2021,17,Red Wings,8482240,Mathias Brome
51283,2020-2021,17,Red Wings,8471306,Thomas Greiss
51284,2020-2021,17,Red Wings,8473541,Jonathan Bernier
51285,2020-2021,17,Red Wings,8475717,Calvin Pickard
51286,2020-2021,18,Predators,8470755,Brad Richardson
51287,2020-2021,18,Predators,8474579,Luca Sbisa
51288,2020-2021,18,Predators,8474600,Roman Josi
51289,2020-2021,18,Predators,8474697,Mark Borowiecki
51290,2020-2021,18,Predators,8475168,Matt Duchene
51291,2020-2021,18,Predators,8475176,Ryan Ellis
51292,2020-2021,18,Predators,8475218,Mattias Ekholm
51293,2020-2021,18,Predators,8475287,Erik Haula
51294,2020-2021,18,Predators,8475714,Calle Jarnkrok
51295,2020-2021,18,Predators,8475790,Erik Gudbranson
51296,2020-2021,18,Predators,8475793,Ryan Johansen
51297,2020-2021,18,Predators,8475797,Jarred Tinordi
51298,2020-2021,18,Predators,8475798,Mikael Granlund
51299,2020-2021,18,Predators,8476393,Nick Cousins
51300,2020-2021,18,Predators,8476428,Rocco Grimaldi
51301,2020-2021,18,Predators,8476887,Filip Forsberg
51302,2020-2021,18,Predators,8476925,Colton Sissons
51303,2020-2021,18,Predators,8476988,Matt Benning
51304,2020-2021,18,Predators,8477343,Tyler Lewington
51305,2020-2021,18,Predators,8477391,Sean Malone
51306,2020-2021,18,Predators,8477433,Ben Harpur
51307,2020-2021,18,Predators,8477446,Michael McCarron
51308,2020-2021,18,Predators,8478042,Viktor Arvidsson
51309,2020-2021,18,Predators,8478508,Yakov Trenin
51310,2020-2021,18,Predators,8478851,Alexandre Carrier
51311,2020-2021,18,Predators,8479316,Luke Kunin
51312,2020-2021,18,Predators,8479329,Frederic Allard
51313,2020-2021,18,Predators,8479371,Dante Fabbro
51314,2020-2021,18,Predators,8479514,Rem Pitlick
51315,2020-2021,18,Predators,8479602,Jeremy Davies
51316,2020-2021,18,Predators,8479661,Tanner Jeannot
51317,2020-2021,18,Predators,8479671,Mathieu Olivier
51318,2020-2021,18,Predators,8480009,Eeli Tolvanen
51319,2020-2021,18,Predators,8480063,David Farrance
51320,2020-2021,18,Predators,8482062,Cole Smith
51321,2020-2021,18,Predators,8471469,Pekka Rinne
51322,2020-2021,18,Predators,8477424,Juuse Saros
51323,2020-2021,18,Predators,8479288,Kasimir Kaskisuo
51324,2020-2021,19,Blues,8474102,David Perron
51325,2020-2021,19,Blues,8474125,Carl Gunnarsson
51326,2020-2021,19,Blues,8474145,Robert Bortuzzo
51327,2020-2021,19,Blues,8474618,Marco Scandella
51328,2020-2021,19,Blues,8474884,Mike Hoffman
51329,2020-2021,19,Blues,8475098,Tyler Bozak
51330,2020-2021,19,Blues,8475158,Ryan O'Reilly
51331,2020-2021,19,Blues,8475160,Kyle Clifford
51332,2020-2021,19,Blues,8475170,Brayden Schenn
51333,2020-2021,19,Blues,8475753,Justin Faulk
51334,2020-2021,19,Blues,8475765,Vladimir Tarasenko
51335,2020-2021,19,Blues,8475768,Jaden Schwartz
51336,2020-2021,19,Blues,8476792,Torey Krug
51337,2020-2021,19,Blues,8476892,Colton Parayko
51338,2020-2021,19,Blues,8476897,Oskar Sundqvist
51339,2020-2021,19,Blues,8476907,Mackenzie MacEachern
51340,2020-2021,19,Blues,8477455,Jacob de la Rose
51341,2020-2021,19,Blues,8477463,Steven Santini
51342,2020-2021,19,Blues,8477482,Zach Sanford
51343,2020-2021,19,Blues,8477573,Nathan Walker
51344,2020-2021,19,Blues,8477964,Ivan Barbashev
51345,2020-2021,19,Blues,8478013,Jake Walman
51346,2020-2021,19,Blues,8478040,Austin Poganski
51347,2020-2021,19,Blues,8478057,Dakota Joshua
51348,2020-2021,19,Blues,8478104,Sammy Blais
51349,2020-2021,19,Blues,8478407,Vince Dunn
51350,2020-2021,19,Blues,8478859,Niko Mikkola
51351,2020-2021,19,Blues,8479385,Jordan Kyrou
51352,2020-2021,19,Blues,8480011,Klim Kostin
51353,2020-2021,19,Blues,8480023,Robert Thomas
51354,2020-2021,19,Blues,8480761,Mitch Reinke
51355,2020-2021,19,Blues,8476412,Jordan Binnington
51356,2020-2021,19,Blues,8478024,Ville Husso
51357,2020-2021,20,Flames,8470966,Mark Giordano
51358,2020-2021,20,Flames,8473473,Milan Lucic
51359,2020-2021,20,Flames,8474150,Mikael Backlund
51360,2020-2021,20,Flames,8474628,Michael Stone
51361,2020-2021,20,Flames,8474736,Zac Rinaldo
51362,2020-2021,20,Flames,8475278,Byron Froese
51363,2020-2021,20,Flames,8475690,Christopher Tanev
51364,2020-2021,20,Flames,8475807,Joakim Nordstrom
51365,2020-2021,20,Flames,8476300,Nikita Nesterov
51366,2020-2021,20,Flames,8476346,Johnny Gaudreau
51367,2020-2021,20,Flames,8476410,Josh Leivo
51368,2020-2021,20,Flames,8476439,Brett Ritchie
51369,2020-2021,20,Flames,8477210,Buddy Robinson
51370,2020-2021,20,Flames,8477496,Elias Lindholm
51371,2020-2021,20,Flames,8477497,Sean Monahan
51372,2020-2021,20,Flames,8477935,Sam Bennett
51373,2020-2021,20,Flames,8478233,Andrew Mangiapane
51374,2020-2021,20,Flames,8478396,Noah Hanifin
51375,2020-2021,20,Flames,8478397,Rasmus Andersson
51376,2020-2021,20,Flames,8478430,Oliver Kylington
51377,2020-2021,20,Flames,8478446,Glenn Gawdin
51378,2020-2021,20,Flames,8478585,Derek Ryan
51379,2020-2021,20,Flames,8478866,Dominik Simon
51380,2020-2021,20,Flames,8479314,Matthew Tkachuk
51381,2020-2021,20,Flames,8479346,Dillon Dube
51382,2020-2021,20,Flames,8479547,Matthew Phillips
51383,2020-2021,20,Flames,8479976,Juuso Valimaki
51384,2020-2021,20,Flames,8480008,Adam Ruzicka
51385,2020-2021,20,Flames,8482067,Connor Mackey
51386,2020-2021,20,Flames,8474593,Jacob Markstrom
51387,2020-2021,20,Flames,8475839,Louis Domingue
51388,2020-2021,20,Flames,8479496,David Rittich
51389,2020-2021,20,Flames,8481501,Artyom Zagidulin
51390,2020-2021,21,Avalanche,8471262,Carl Soderberg
51391,2020-2021,21,Avalanche,8473446,Erik Johnson
51392,2020-2021,21,Avalanche,8474013,Ian Cole
51393,2020-2021,21,Avalanche,8474685,Matt Calvert
51394,2020-2021,21,Avalanche,8474688,Greg Pateryn
51395,2020-2021,21,Avalanche,8475172,Nazem Kadri
51396,2020-2021,21,Avalanche,8475747,Patrik Nemeth
51397,2020-2021,21,Avalanche,8475820,Joonas Donskoi
51398,2020-2021,21,Avalanche,8476438,Brandon Saad
51399,2020-2021,21,Avalanche,8476455,Gabriel Landeskog
51400,2020-2021,21,Avalanche,8477070,Liam O'Brien
51401,2020-2021,21,Avalanche,8477126,Jayson Megna
51402,2020-2021,21,Avalanche,8477335,Kyle Burroughs
51403,2020-2021,21,Avalanche,8477435,Ryan Graves
51404,2020-2021,21,Avalanche,8477444,Andre Burakovsky
51405,2020-2021,21,Avalanche,8477456,J.T. Compher
51406,2020-2021,21,Avalanche,8477492,Nathan MacKinnon
51407,2020-2021,21,Avalanche,8477501,Valeri Nichushkin
51408,2020-2021,21,Avalanche,8477930,Pierre-Edouard Bellemare
51409,2020-2021,21,Avalanche,8478038,Devon Toews
51410,2020-2021,21,Avalanche,8478420,Mikko Rantanen
51411,2020-2021,21,Avalanche,8478502,Dennis Gilbert
51412,2020-2021,21,Avalanche,8479252,Dan Renouf
51413,2020-2021,21,Avalanche,8479370,Tyson Jost
51414,2020-2021,21,Avalanche,8479387,Keaton Middleton
51415,2020-2021,21,Avalanche,8479398,Samuel Girard
51416,2020-2021,21,Avalanche,8479439,Jacob MacDonald
51417,2020-2021,21,Avalanche,8479982,Conor Timmins
51418,2020-2021,21,Avalanche,8480069,Cale Makar
51419,2020-2021,21,Avalanche,8480326,Sheldon Dries
51420,2020-2021,21,Avalanche,8480748,Kiefer Sherwood
51421,2020-2021,21,Avalanche,8480822,Martin Kaut
51422,2020-2021,21,Avalanche,8481186,Logan O'Connor
51423,2020-2021,21,Avalanche,8481524,Bowen Byram
51424,2020-2021,21,Avalanche,8481618,Alex Newhook
51425,2020-2021,21,Avalanche,8480846,Sampo Ranta
51426,2020-2021,21,Avalanche,8471227,Devan Dubnyk
51427,2020-2021,21,Avalanche,8475831,Philipp Grubauer
51428,2020-2021,21,Avalanche,8477992,Jonas Johansson
51429,2020-2021,21,Avalanche,8480112,Hunter Miska
51430,2020-2021,22,Oilers,8471707,James Neal
51431,2020-2021,22,Oilers,8471729,Kris Russell
51432,2020-2021,22,Oilers,8474068,Kyle Turris
51433,2020-2021,22,Oilers,8474589,Tyler Ennis
51434,2020-2021,22,Oilers,8475163,Alex Chiasson
51435,2020-2021,22,Oilers,8475178,Zack Kassian
51436,2020-2021,22,Oilers,8475179,Dmitry Kulikov
51437,2020-2021,22,Oilers,8475197,Tyson Barrie
51438,2020-2021,22,Oilers,8476326,Josh Archibald
51439,2020-2021,22,Oilers,8476454,Ryan Nugent-Hopkins
51440,2020-2021,22,Oilers,8476457,Adam Larsson
51441,2020-2021,22,Oilers,8476886,Slater Koekkoek
51442,2020-2021,22,Oilers,8476913,Devin Shore
51443,2020-2021,22,Oilers,8476915,Jujhar Khaira
51444,2020-2021,22,Oilers,8477498,Darnell Nurse
51445,2020-2021,22,Oilers,8477934,Leon Draisaitl
51446,2020-2021,22,Oilers,8478021,William Lagesson
51447,2020-2021,22,Oilers,8478402,Connor McDavid
51448,2020-2021,22,Oilers,8478451,Ethan Bear
51449,2020-2021,22,Oilers,8478452,Caleb Jones
51450,2020-2021,22,Oilers,8479344,Jesse Puljujarvi
51451,2020-2021,22,Oilers,8479466,Patrick Russell
51452,2020-2021,22,Oilers,8479977,Kailer Yamamoto
51453,2020-2021,22,Oilers,8480802,Ryan McLeod
51454,2020-2021,22,Oilers,8480803,Evan Bouchard
51455,2020-2021,22,Oilers,8480946,Dominik Kahun
51456,2020-2021,22,Oilers,8481638,Joakim Nygard
51457,2020-2021,22,Oilers,8481813,Gaetan Haas
51458,2020-2021,22,Oilers,8469608,Mike Smith
51459,2020-2021,22,Oilers,8475156,Mikko Koskinen
51460,2020-2021,22,Oilers,8479973,Stuart Skinner
51461,2020-2021,23,Canucks,8470626,Loui Eriksson
51462,2020-2021,23,Canucks,8471303,Alexander Edler
51463,2020-2021,23,Canucks,8474091,Brandon Sutter
51464,2020-2021,23,Canucks,8474291,Jay Beagle
51465,2020-2021,23,Canucks,8474574,Tyler Myers
51466,2020-2021,23,Canucks,8474612,Travis Hamonic
51467,2020-2021,23,Canucks,8474818,Jordie Benn
51468,2020-2021,23,Canucks,8474849,Antoine Roussel
51469,2020-2021,23,Canucks,8476329,Travis Boyd
51470,2020-2021,23,Canucks,8476344,Tyler Graovac
51471,2020-2021,23,Canucks,8476468,J.T. Miller
51472,2020-2021,23,Canucks,8476871,Tanner Pearson
51473,2020-2021,23,Canucks,8476918,Jimmy Vesey
51474,2020-2021,23,Canucks,8477220,Nate Schmidt
51475,2020-2021,23,Canucks,8477353,Tyler Motte
51476,2020-2021,23,Canucks,8477473,Justin Bailey
51477,2020-2021,23,Canucks,8477500,Bo Horvat
51478,2020-2021,23,Canucks,8477937,Jake Virtanen
51479,2020-2021,23,Canucks,8477963,Jayce Hawryluk
51480,2020-2021,23,Canucks,8478146,Matthew Highmore
51481,2020-2021,23,Canucks,8478444,Brock Boeser
51482,2020-2021,23,Canucks,8478465,Guillaume Brisebois
51483,2020-2021,23,Canucks,8478874,Adam Gaudette
51484,2020-2021,23,Canucks,8478970,Jalen Chatfield
51485,2020-2021,23,Canucks,8479355,Olli Juolevi
51486,2020-2021,23,Canucks,8479367,William Lockwood
51487,2020-2021,23,Canucks,8479772,Zack MacEwen
51488,2020-2021,23,Canucks,8479981,Jonah Gadjovich
51489,2020-2021,23,Canucks,8479986,Kole Lind
51490,2020-2021,23,Canucks,8480012,Elias Pettersson
51491,2020-2021,23,Canucks,8480056,Jack Rathbone
51492,2020-2021,23,Canucks,8480800,Quinn Hughes
51493,2020-2021,23,Canucks,8481479,Brogan Rafferty
51494,2020-2021,23,Canucks,8481535,Nils Hoglander
51495,2020-2021,23,Canucks,8482063,Marc Michaelis
51496,2020-2021,23,Canucks,8474651,Braden Holtby
51497,2020-2021,23,Canucks,8477967,Thatcher Demko
51498,2020-2021,24,Ducks,8470612,Ryan Getzlaf
51499,2020-2021,24,Ducks,8470655,David Backes
51500,2020-2021,24,Ducks,8474031,Kevin Shattenkirk
51501,2020-2021,24,Ducks,8474641,Adam Henrique
51502,2020-2021,24,Ducks,8474683,Derek Grant
51503,2020-2021,24,Ducks,8475164,Jakob Silfverberg
51504,2020-2021,24,Ducks,8475235,Nicolas Deslauriers
51505,2020-2021,24,Ducks,8475461,Andrew Agozzino
51506,2020-2021,24,Ducks,8475764,Cam Fowler
51507,2020-2021,24,Ducks,8475825,Jani Hakanpaa
51508,2020-2021,24,Ducks,8475842,Sam Carrick
51509,2020-2021,24,Ducks,8476312,Josh Manson
51510,2020-2021,24,Ducks,8476407,Andy Welinski
51511,2020-2021,24,Ducks,8476483,Rickard Rakell
51512,2020-2021,24,Ducks,8476854,Hampus Lindholm
51513,2020-2021,24,Ducks,8477018,Ben Hutton
51514,2020-2021,24,Ducks,8477240,Carter Rowney
51515,2020-2021,24,Ducks,8477938,Haydn Fleury
51516,2020-2021,24,Ducks,8477947,Sonny Milano
51517,2020-2021,24,Ducks,8478029,Chase DeLeo
51518,2020-2021,24,Ducks,8478046,Danton Heinen
51519,2020-2021,24,Ducks,8478491,Jacob Larsson
51520,2020-2021,24,Ducks,8478873,Troy Terry
51521,2020-2021,24,Ducks,8479351,Sam Steel
51522,2020-2021,24,Ducks,8479368,Max Jones
51523,2020-2021,24,Ducks,8479372,Josh Mahura
51524,2020-2021,24,Ducks,8479968,Vinni Lettieri
51525,2020-2021,24,Ducks,8480031,Max Comtois
51526,2020-2021,24,Ducks,8480186,Alexander Volkov
51527,2020-2021,24,Ducks,8480806,Isac Lundestrom
51528,2020-2021,24,Ducks,8481122,Simon Benoit
51529,2020-2021,24,Ducks,8481533,Trevor Zegras
51530,2020-2021,24,Ducks,8482142,Jamie Drysdale
51531,2020-2021,24,Ducks,8468011,Ryan Miller
51532,2020-2021,24,Ducks,8476434,John Gibson
51533,2020-2021,24,Ducks,8476932,Anthony Stolarz
51534,2020-2021,25,Stars,8470794,Joe Pavelski
51535,2020-2021,25,Stars,8471228,Alexander Radulov
51536,2020-2021,25,Stars,8471260,Blake Comeau
51537,2020-2021,25,Stars,8471284,Andrej Sekera
51538,2020-2021,25,Stars,8471699,Andrew Cogliano
51539,2020-2021,25,Stars,8473994,Jamie Benn
51540,2020-2021,25,Stars,8475222,Sami Vatanen
51541,2020-2021,25,Stars,8475413,Justin Dowling
51542,2020-2021,25,Stars,8475794,Tyler Seguin
51543,2020-2021,25,Stars,8475796,Mark Pysyk
51544,2020-2021,25,Stars,8475906,John Klingberg
51545,2020-2021,25,Stars,8476467,Jamie Oleksiak
51546,2020-2021,25,Stars,8476889,Radek Faksa
51547,2020-2021,25,Stars,8476902,Esa Lindell
51548,2020-2021,25,Stars,8477450,Jason Dickinson
51549,2020-2021,25,Stars,8477810,Joel Hanley
51550,2020-2021,25,Stars,8478449,Roope Hintz
51551,2020-2021,25,Stars,8478495,Denis Gurianov
51552,2020-2021,25,Stars,8478528,Tanner Kero
51553,2020-2021,25,Stars,8479381,Nick Caamano
51554,2020-2021,25,Stars,8479587,Rhett Gardner
51555,2020-2021,25,Stars,8480027,Jason Robertson
51556,2020-2021,25,Stars,8480036,Miro Heiskanen
51557,2020-2021,25,Stars,8480769,Joel L'Esperance
51558,2020-2021,25,Stars,8480848,Ty Dellandrea
51559,2020-2021,25,Stars,8481641,Joel Kiviranta
51560,2020-2021,25,Stars,8471418,Anton Khudobin
51561,2020-2021,25,Stars,8479979,Jake Oettinger
51562,2020-2021,26,Kings,8470604,Jeff Carter
51563,2020-2021,26,Kings,8470606,Dustin Brown
51564,2020-2021,26,Kings,8471685,Anze Kopitar
51565,2020-2021,26,Kings,8474563,Drew Doughty
51566,2020-2021,26,Kings,8475729,Mark Alt
51567,2020-2021,26,Kings,8476874,Olli Maatta
51568,2020-2021,26,Kings,8476924,Martin Frk
51569,2020-2021,26,Kings,8476960,Andreas Athanasiou
51570,2020-2021,26,Kings,8477073,Kurtis MacDermid
51571,2020-2021,26,Kings,8477960,Adrian Kempe
51572,2020-2021,26,Kings,8477962,Brendan Lemieux
51573,2020-2021,26,Kings,8478020,Michael Amadio
51574,2020-2021,26,Kings,8478455,Austin Wagner
51575,2020-2021,26,Kings,8478846,Christian Wolanin
51576,2020-2021,26,Kings,8478911,Matt Roy
51577,2020-2021,26,Kings,8479336,Carl Grundstrom
51578,2020-2021,26,Kings,8479348,Kale Clague
51579,2020-2021,26,Kings,8479644,Matt Luff
51580,2020-2021,26,Kings,8479675,Trevor Moore
51581,2020-2021,26,Kings,8479994,Jaret Anderson-Dolan
51582,2020-2021,26,Kings,8479998,Mikey Anderson
51583,2020-2021,26,Kings,8480014,Gabriel Vilardi
51584,2020-2021,26,Kings,8480072,Lias Andersson
51585,2020-2021,26,Kings,8480113,Alex Iafallo
51586,2020-2021,26,Kings,8480221,Drake Rymsha
51587,2020-2021,26,Kings,8480336,Sean Walker
51588,2020-2021,26,Kings,8480467,Austin Strand
51589,2020-2021,26,Kings,8480845,Rasmus Kupari
51590,2020-2021,26,Kings,8481481,Blake Lizotte
51591,2020-2021,26,Kings,8481560,Arthur Kaliyev
51592,2020-2021,26,Kings,8481600,Tobias Bjornfot
51593,2020-2021,26,Kings,8482124,Quinton Byfield
51594,2020-2021,26,Kings,8471734,Jonathan Quick
51595,2020-2021,26,Kings,8477234,Troy Grosenick
51596,2020-2021,26,Kings,8477361,Cal Petersen
51597,2020-2021,28,Sharks,8466139,Patrick Marleau
51598,2020-2021,28,Sharks,8470613,Brent Burns
51599,2020-2021,28,Sharks,8471709,Marc-Edouard Vlasic
51600,2020-2021,28,Sharks,8474053,Logan Couture
51601,2020-2021,28,Sharks,8474578,Erik Karlsson
51602,2020-2021,28,Sharks,8474688,Greg Pateryn
51603,2020-2021,28,Sharks,8475169,Evander Kane
51604,2020-2021,28,Sharks,8475834,Marcus Sorensen
51605,2020-2021,28,Sharks,8476368,Fredrik Claesson
51606,2020-2021,28,Sharks,8476442,Matt Nieto
51607,2020-2021,28,Sharks,8476474,Stefan Noesen
51608,2020-2021,28,Sharks,8476545,Kurtis Gabriel
51609,2020-2021,28,Sharks,8476881,Tomas Hertl
51610,2020-2021,28,Sharks,8477987,Ryan Donato
51611,2020-2021,28,Sharks,8478099,Kevin Labanc
51612,2020-2021,28,Sharks,8478136,Jacob Middleton
51613,2020-2021,28,Sharks,8478414,Timo Meier
51614,2020-2021,28,Sharks,8478467,Nicolas Meloche
51615,2020-2021,28,Sharks,8478868,Christian Jaros
51616,2020-2021,28,Sharks,8478870,Rudolfs Balcers
51617,2020-2021,28,Sharks,8479393,Noah Gregor
51618,2020-2021,28,Sharks,8479571,Joachim Blichfeld
51619,2020-2021,28,Sharks,8479580,Dylan Gambrell
51620,2020-2021,28,Sharks,8479705,Jeffrey Viel
51621,2020-2021,28,Sharks,8479983,Mario Ferraro
51622,2020-2021,28,Sharks,8480053,Sasha Chmelevski
51623,2020-2021,28,Sharks,8480160,Radim Simek
51624,2020-2021,28,Sharks,8480276,Ivan Chekhovich
51625,2020-2021,28,Sharks,8480384,Alexander True
51626,2020-2021,28,Sharks,8480965,Antti Suomela
51627,2020-2021,28,Sharks,8481077,John Leonard
51628,2020-2021,28,Sharks,8481516,Joel Kellman
51629,2020-2021,28,Sharks,8481640,Lean Bergmann
51630,2020-2021,28,Sharks,8481812,Nikolai Knyzhov
51631,2020-2021,28,Sharks,8482222,Alexander Barabanov
51632,2020-2021,28,Sharks,8482248,Fredrik Handemark
51633,2020-2021,28,Sharks,8482369,Brinson Pasichnuk
51634,2020-2021,28,Sharks,8471227,Devan Dubnyk
51635,2020-2021,28,Sharks,8474889,Martin Jones
51636,2020-2021,28,Sharks,8480373,Josef Korenar
51637,2020-2021,28,Sharks,8482246,Alexei Melnichuk
51638,2020-2021,29,Blue Jackets,8469459,Mikko Koivu
51639,2020-2021,29,Blue Jackets,8471804,Nathan Gerbe
51640,2020-2021,29,Blue Jackets,8473422,Nick Foligno
51641,2020-2021,29,Blue Jackets,8474062,Riley Nash
51642,2020-2021,29,Blue Jackets,8474584,Michael Del Zotto
51643,2020-2021,29,Blue Jackets,8474610,Zac Dalpe
51644,2020-2021,29,Blue Jackets,8474715,Cam Atkinson
51645,2020-2021,29,Blue Jackets,8475233,David Savard
51646,2020-2021,29,Blue Jackets,8476432,Boone Jenner
51647,2020-2021,29,Blue Jackets,8476449,Scott Harrington
51648,2020-2021,29,Blue Jackets,8476870,Stefan Matteau
51649,2020-2021,29,Blue Jackets,8476888,Mikhail Grigorenko
51650,2020-2021,29,Blue Jackets,8477416,Oliver Bjorkstrand
51651,2020-2021,29,Blue Jackets,8477495,Seth Jones
51652,2020-2021,29,Blue Jackets,8477503,Max Domi
51653,2020-2021,29,Blue Jackets,8477974,Ryan MacInnis
